book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,1953,eng,4.39,72311,"the foundation trilogy (foundation, #1-3)",isaac asimov,to-read sci-fi currently-reading science-fiction fiction favorites scifi owned sf classics,0,"the foundation trilogy (foundation, #1-3) isaac asimov to-read sci-fi currently-reading science-fiction fiction favorites scifi owned sf classics"
131123,"The Austere Academy (A Series of Unfortunate Events, #5)","Lemony Snicket, Brett Helquist",2000,eng,3.97,99311,"the austere academy (a series of unfortunate events, #5)","lemony snicket, brett helquist",to-read fiction young-adult currently-reading childrens books-i-own favorites series fantasy owned,0,"the austere academy (a series of unfortunate events, #5) lemony snicket, brett helquist to-read fiction young-adult currently-reading childrens books-i-own favorites series fantasy owned"
5391115,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,2009,eng,4.16,95026,"the awakening (darkest powers, #2)",kelley armstrong,to-read young-adult favorites fantasy paranormal ya urban-fantasy books-i-own supernatural series,0,"the awakening (darkest powers, #2) kelley armstrong to-read young-adult favorites fantasy paranormal ya urban-fantasy books-i-own supernatural series"
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,2003,eng,4.32,83664,"death masks (the dresden files, #5)",jim butcher,to-read fantasy urban-fantasy currently-reading fiction mystery dresden-files favorites paranormal magic,0,"death masks (the dresden files, #5) jim butcher to-read fantasy urban-fantasy currently-reading fiction mystery dresden-files favorites paranormal magic"
786256,Stellaluna,Janell Cannon,1993,en-US,4.22,87423,stellaluna,janell cannon,picture-books childrens children-s-books children-s children to-read childrens-books animals favorites kids,0,stellaluna janell cannon picture-books childrens children-s-books children-s children to-read childrens-books animals favorites kids
902715,Before They Are Hanged (The First Law #2),Joe Abercrombie,2007,eng,4.27,68865,before they are hanged (the first law #2),joe abercrombie,to-read fantasy currently-reading favorites fiction epic-fantasy owned default grimdark dark-fantasy,0,before they are hanged (the first law #2) joe abercrombie to-read fantasy currently-reading favorites fiction epic-fantasy owned default grimdark dark-fantasy
898885,Loving Frank,Nancy Horan,2007,en-US,3.73,72734,loving frank,nancy horan,to-read book-club historical-fiction fiction currently-reading favorites bookclub historical architecture book-club-books,0,loving frank nancy horan to-read book-club historical-fiction fiction currently-reading favorites bookclub historical architecture book-club-books
150037,"The Vile Village (A Series of Unfortunate Events, #7)","Lemony Snicket, Brett Helquist",2001,eng,3.94,89733,"the vile village (a series of unfortunate events, #7)","lemony snicket, brett helquist",to-read fiction young-adult childrens books-i-own series favorites fantasy owned mystery,0,"the vile village (a series of unfortunate events, #7) lemony snicket, brett helquist to-read fiction young-adult childrens books-i-own series favorites fantasy owned mystery"
67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,1973,en-US,3.99,72493,sybil: the classic true story of a woman possessed by sixteen personalities,flora rheta schreiber,to-read non-fiction currently-reading psychology biography nonfiction favorites mental-illness rory-gilmore-reading-challenge books-i-own,0,sybil: the classic true story of a woman possessed by sixteen personalities flora rheta schreiber to-read non-fiction currently-reading psychology biography nonfiction favorites mental-illness rory-gilmore-reading-challenge books-i-own
55030,Cosmos,Carl Sagan,1980,eng,4.35,76440,cosmos,carl sagan,to-read currently-reading science non-fiction favorites nonfiction astronomy physics owned history,0,cosmos carl sagan to-read currently-reading science non-fiction favorites nonfiction astronomy physics owned history
22288,Haunted,Chuck Palahniuk,2005,eng,3.59,68861,haunted,chuck palahniuk,fiction horror to-read favorites short-stories owned currently-reading books-i-own chuck-palahniuk contemporary,0,haunted chuck palahniuk fiction horror to-read favorites short-stories owned currently-reading books-i-own chuck-palahniuk contemporary
37095,The Shell Seekers,Rosamunde Pilcher,1987,eng,4.13,73573,the shell seekers,rosamunde pilcher,to-read fiction currently-reading favorites romance historical-fiction book-club chick-lit owned bbc-big-read,0,the shell seekers rosamunde pilcher to-read fiction currently-reading favorites romance historical-fiction book-club chick-lit owned bbc-big-read
23878,Chronicle of a Death Foretold,"Gabriel García Márquez, Gregory Rabassa",1981,eng,3.95,56200,chronicle of a death foretold,"gabriel garcía márquez, gregory rabassa",to-read fiction favorites classics magical-realism owned books-i-own literature school latin-america,0,"chronicle of a death foretold gabriel garcía márquez, gregory rabassa to-read fiction favorites classics magical-realism owned books-i-own literature school latin-america"
1848444,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)","Ronald Holt, Arthur Conan Doyle",1891,unknown,4.22,65422,"a scandal in bohemia (the adventures of sherlock holmes, #1)","ronald holt, arthur conan doyle",to-read currently-reading sherlock-holmes classic detective sherlock books-i-own mysteries series historical-fiction,0,"a scandal in bohemia (the adventures of sherlock holmes, #1) ronald holt, arthur conan doyle to-read currently-reading sherlock-holmes classic detective sherlock books-i-own mysteries series historical-fiction"
10587120,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",2011,eng,4.02,71868,killing lincoln: the shocking assassination that changed america forever,"bill o'reilly, martin dugard",to-read currently-reading history non-fiction biography historical book-club favorites american-history civil-war,0,"killing lincoln: the shocking assassination that changed america forever bill o'reilly, martin dugard to-read currently-reading history non-fiction biography historical book-club favorites american-history civil-war"
17262100,The Lowland,Jhumpa Lahiri,2013,eng,3.82,62231,the lowland,jhumpa lahiri,to-read fiction book-club india historical-fiction favorites literary-fiction owned kindle audiobook,0,the lowland jhumpa lahiri to-read fiction book-club india historical-fiction favorites literary-fiction owned kindle audiobook
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,2004,eng,4.2,83085,"the ruins of gorlan (ranger's apprentice, #1)",john flanagan,to-read favorites fiction fantasy books-i-own owned currently-reading middle-grade rangers-apprentice ranger-s-apprentice,0,"the ruins of gorlan (ranger's apprentice, #1) john flanagan to-read favorites fiction fantasy books-i-own owned currently-reading middle-grade rangers-apprentice ranger-s-apprentice"
5152478,Wintergirls,Laurie Halse Anderson,2009,eng,3.98,87665,wintergirls,laurie halse anderson,to-read young-adult favorites currently-reading ya fiction contemporary realistic-fiction books-i-own mental-illness,0,wintergirls laurie halse anderson to-read young-adult favorites currently-reading ya fiction contemporary realistic-fiction books-i-own mental-illness
45112,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,1997,eng,4.18,67125,"assassin's quest (farseer trilogy, #3)",robin hobb,to-read owned robin-hobb high-fantasy series books-i-own favourites fantasy adventure dragons,0,"assassin's quest (farseer trilogy, #3) robin hobb to-read owned robin-hobb high-fantasy series books-i-own favourites fantasy adventure dragons"
228296,Rosemary's Baby,Ira Levin,1967,eng,3.96,78766,rosemary's baby,ira levin,to-read fiction favorites thriller books-i-own rory-gilmore-reading-challenge mystery paranormal fantasy owned,0,rosemary's baby ira levin to-read fiction favorites thriller books-i-own rory-gilmore-reading-challenge mystery paranormal fantasy owned
59219,"The Talisman (The Talisman, #1)","Stephen King, Peter Straub",1984,en-US,4.12,79508,"the talisman (the talisman, #1)","stephen king, peter straub",to-read horror fantasy fiction favorites currently-reading owned king books-i-own stephen-king,0,"the talisman (the talisman, #1) stephen king, peter straub to-read horror fantasy fiction favorites currently-reading owned king books-i-own stephen-king"
140974,"The Path of Daggers (Wheel of Time, #8)",Robert Jordan,1998,eng,3.9,74815,"the path of daggers (wheel of time, #8)",robert jordan,to-read fantasy currently-reading wheel-of-time fiction epic-fantasy owned favorites robert-jordan default,0,"the path of daggers (wheel of time, #8) robert jordan to-read fantasy currently-reading wheel-of-time fiction epic-fantasy owned favorites robert-jordan default"
412732,The Dharma Bums,Jack Kerouac,1958,en-US,3.94,62454,the dharma bums,jack kerouac,to-read fiction favorites currently-reading classics beat literature owned beat-generation novels,0,the dharma bums jack kerouac to-read fiction favorites currently-reading classics beat literature owned beat-generation novels
6468666,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,2010,en-GB,4.21,92922,"the reckoning (darkest powers, #3)",kelley armstrong,to-read favorites young-adult paranormal fantasy ya urban-fantasy books-i-own supernatural werewolves,0,"the reckoning (darkest powers, #3) kelley armstrong to-read favorites young-adult paranormal fantasy ya urban-fantasy books-i-own supernatural werewolves"
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,2012,en-US,3.97,69596,"behind the beautiful forevers: life, death, and hope in a mumbai undercity",katherine boo,to-read non-fiction currently-reading india nonfiction favorites book-club history fiction kindle,0,"behind the beautiful forevers: life, death, and hope in a mumbai undercity katherine boo to-read non-fiction currently-reading india nonfiction favorites book-club history fiction kindle"
152380,"Mary Poppins (Mary Poppins, #1)","P.L. Travers, Mary Shepard",1934,en-US,4.05,82706,"mary poppins (mary poppins, #1)","p.l. travers, mary shepard",classics fantasy childrens children to-read fiction children-s classic favorites currently-reading,0,"mary poppins (mary poppins, #1) p.l. travers, mary shepard classics fantasy childrens children to-read fiction children-s classic favorites currently-reading"
887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,2007,eng,4.23,68255,"red seas under red skies (gentleman bastard, #2)",scott lynch,to-read fantasy currently-reading favorites fiction owned adventure epic-fantasy series audiobook,0,"red seas under red skies (gentleman bastard, #2) scott lynch to-read fantasy currently-reading favorites fiction owned adventure epic-fantasy series audiobook"
139253,The House on Mango Street,Sandra Cisneros,1984,eng,3.57,81579,the house on mango street,sandra cisneros,to-read currently-reading fiction favorites young-adult classics short-stories school ya books-i-own,0,the house on mango street sandra cisneros to-read currently-reading fiction favorites young-adult classics short-stories school ya books-i-own
1971304,City of Thieves,David Benioff,2008,en-GB,4.28,68063,city of thieves,david benioff,to-read historical-fiction fiction ｆａｖｏｒｉｔｅｓ currently-reading book-club war russia historical wwii,0,city of thieves david benioff to-read historical-fiction fiction ｆａｖｏｒｉｔｅｓ currently-reading book-club war russia historical wwii
1421990,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,2007,eng,4.18,106608,"halfway to the grave (night huntress, #1)",jeaniene frost,paranormal romance vampire to-read series adult jeaniene-frost fantasy urban-fantasy night-huntress,0,"halfway to the grave (night huntress, #1) jeaniene frost paranormal romance vampire to-read series adult jeaniene-frost fantasy urban-fantasy night-huntress"
31456,The Twits,"Roald Dahl, Quentin Blake",1980,eng,3.94,82458,the twits,"roald dahl, quentin blake",to-read kids-books childhood-favorites ya bbc-big-read children-s-lit comedy currently-reading chapter-books childrens,0,"the twits roald dahl, quentin blake to-read kids-books childhood-favorites ya bbc-big-read children-s-lit comedy currently-reading chapter-books childrens"
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,2003,en-US,4.29,80740,"abhorsen (abhorsen, #3)",garth nix,to-read fantasy young-adult favorites ya fiction currently-reading owned series books-i-own,0,"abhorsen (abhorsen, #3) garth nix to-read fantasy young-adult favorites ya fiction currently-reading owned series books-i-own"
10611,The Eyes of the Dragon,Stephen King,1987,eng,3.92,72714,the eyes of the dragon,stephen king,to-read fantasy stephen-king fiction owned favorites currently-reading horror default books-i-own,0,the eyes of the dragon stephen king to-read fantasy stephen-king fiction owned favorites currently-reading horror default books-i-own
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,2011,eng,4.2,68416,"leviathan wakes (the expanse, #1)",james s.a. corey,to-read science-fiction currently-reading fiction scifi favorites sci-fi space-opera sf kindle,0,"leviathan wakes (the expanse, #1) james s.a. corey to-read science-fiction currently-reading fiction scifi favorites sci-fi space-opera sf kindle"
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,2015,eng,4.6,99067,"queen of shadows (throne of glass, #4)",sarah j. maas,favorites fantasy currently-reading to-read young-adult books-i-own ya favourites romance magic,0,"queen of shadows (throne of glass, #4) sarah j. maas favorites fantasy currently-reading to-read young-adult books-i-own ya favourites romance magic"
15197,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,1991,eng,4.41,90147,"maus ii: a survivor's tale: and here my troubles began (maus, #2)",art spiegelman,to-read graphic-novels graphic-novel favorites comics non-fiction history holocaust memoir nonfiction,0,"maus ii: a survivor's tale: and here my troubles began (maus, #2) art spiegelman to-read graphic-novels graphic-novel favorites comics non-fiction history holocaust memoir nonfiction"
310258,The Snowy Day,Ezra Jack Keats,1962,eng,4.13,81914,the snowy day,ezra jack keats,to-read picture-books childrens children-s-books children children-s picture-book caldecott kids childrens-books,0,the snowy day ezra jack keats to-read picture-books childrens children-s-books children children-s picture-book caldecott kids childrens-books
40331,"To the Nines (Stephanie Plum, #9)",Janet Evanovich,2003,eng,4.16,86963,"to the nines (stephanie plum, #9)",janet evanovich,to-read mystery fiction humor chick-lit currently-reading romance stephanie-plum janet-evanovich crime,0,"to the nines (stephanie plum, #9) janet evanovich to-read mystery fiction humor chick-lit currently-reading romance stephanie-plum janet-evanovich crime"
12987977,Where We Belong,Emily Giffin,2012,en-US,3.86,68224,where we belong,emily giffin,to-read chick-lit fiction favorites romance emily-giffin book-club books-i-own read-in-2012 contemporary,0,where we belong emily giffin to-read chick-lit fiction favorites romance emily-giffin book-club books-i-own read-in-2012 contemporary
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,1994,eng,4.1,72207,the hot zone: the terrifying true story of the origins of the ebola virus,richard preston,to-read non-fiction science nonfiction favorites history medical medicine fiction thriller,0,the hot zone: the terrifying true story of the origins of the ebola virus richard preston to-read non-fiction science nonfiction favorites history medical medicine fiction thriller
17465453,The Signature of All Things,Elizabeth Gilbert,2012,eng,3.81,61135,the signature of all things,elizabeth gilbert,to-read currently-reading fiction historical-fiction book-club favorites historical audiobook audio audiobooks,0,the signature of all things elizabeth gilbert to-read currently-reading fiction historical-fiction book-club favorites historical audiobook audio audiobooks
30264,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,2004,en-US,4.04,91390,"dead witch walking (the hollows, #1)",kim harrison,to-read urban-fantasy fantasy paranormal vampires favorites currently-reading witches series fiction,0,"dead witch walking (the hollows, #1) kim harrison to-read urban-fantasy fantasy paranormal vampires favorites currently-reading witches series fiction"
196970,The Night Before Christmas,"Clement C. Moore, Jan Brett",1986,en-US,4.36,81553,the night before christmas,"clement c. moore, jan brett",to-read christmas childrens picture-books classics children children-s-books currently-reading poetry children-s,0,"the night before christmas clement c. moore, jan brett to-read christmas childrens picture-books classics children children-s-books currently-reading poetry children-s"
2832909,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,2009,eng,4.42,68854,"an echo in the bone (outlander, #7)",diana gabaldon,to-read currently-reading historical-fiction romance favorites fiction fantasy time-travel historical diana-gabaldon,0,"an echo in the bone (outlander, #7) diana gabaldon to-read currently-reading historical-fiction romance favorites fiction fantasy time-travel historical diana-gabaldon"
7488244,"Unearthly (Unearthly, #1)",Cynthia Hand,2011,en-US,4.06,99942,"unearthly (unearthly, #1)",cynthia hand,to-read favorites young-adult angels fantasy paranormal ya romance currently-reading books-i-own,0,"unearthly (unearthly, #1) cynthia hand to-read favorites young-adult angels fantasy paranormal ya romance currently-reading books-i-own"
73186,The Case for Christ,Lee Strobel,1988,unknown,4.1,67128,the case for christ,lee strobel,to-read currently-reading christian religion christianity nonfiction faith theology favorites owned,0,the case for christ lee strobel to-read currently-reading christian religion christianity nonfiction faith theology favorites owned
13888,"Knife of Dreams (Wheel of Time, #11)",Robert Jordan,2005,en-US,4.12,71379,"knife of dreams (wheel of time, #11)",robert jordan,to-read fantasy currently-reading fiction favorites owned robert-jordan wheel-of-time default sci-fi-fantasy,0,"knife of dreams (wheel of time, #11) robert jordan to-read fantasy currently-reading fiction favorites owned robert-jordan wheel-of-time default sci-fi-fantasy"
13083,Hoot,Carl Hiaasen,2002,eng,3.81,75275,hoot,carl hiaasen,to-read currently-reading young-adult fiction realistic-fiction favorites ya childrens mystery books-i-own,0,hoot carl hiaasen to-read currently-reading young-adult fiction realistic-fiction favorites ya childrens mystery books-i-own
12914,The Aeneid,"Virgil, Robert Fitzgerald",1400,eng,3.81,75051,the aeneid,"virgil, robert fitzgerald",to-read classics currently-reading poetry fiction mythology classic favorites owned literature,0,"the aeneid virgil, robert fitzgerald to-read classics currently-reading poetry fiction mythology classic favorites owned literature"
13503109,This Is How You Lose Her,Junot Díaz,2012,eng,3.75,66720,this is how you lose her,junot díaz,to-read currently-reading fiction short-stories favorites book-club contemporary owned contemporary-fiction romance,0,this is how you lose her junot díaz to-read currently-reading fiction short-stories favorites book-club contemporary owned contemporary-fiction romance
17803,After Dark,"Haruki Murakami, Jay Rubin",2004,eng,3.68,64278,after dark,"haruki murakami, jay rubin",to-read fiction favorites japan japanese magical-realism murakami japanese-literature contemporary owned,0,"after dark haruki murakami, jay rubin to-read fiction favorites japan japanese magical-realism murakami japanese-literature contemporary owned"
227265,Ishmael:A Novel,Daniel Quinn,1992,en-US,3.97,63304,ishmael:a novel,daniel quinn,to-read currently-reading fiction favorites philosophy spirituality owned classics environment spiritual,0,ishmael:a novel daniel quinn to-read currently-reading fiction favorites philosophy spirituality owned classics environment spiritual
6584188,"It's Not Summer Without You (Summer, #2)",Jenny Han,2010,en-US,4.14,80367,"it's not summer without you (summer, #2)",jenny han,to-read favorites young-adult currently-reading romance contemporary books-i-own ya series owned,0,"it's not summer without you (summer, #2) jenny han to-read favorites young-adult currently-reading romance contemporary books-i-own ya series owned"
10194514,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,2012,eng,4.08,93818,"pushing the limits (pushing the limits, #1)",katie mcgarry,to-read favorites young-adult romance contemporary currently-reading ya new-adult series books-i-own,0,"pushing the limits (pushing the limits, #1) katie mcgarry to-read favorites young-adult romance contemporary currently-reading ya new-adult series books-i-own"
111450,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",2001,eng,3.85,90908,quidditch through the ages,"kennilworthy whisp, j.k. rowling",to-read fantasy harry-potter books-i-own currently-reading young-adult fiction owned favorites childrens,0,"quidditch through the ages kennilworthy whisp, j.k. rowling to-read fantasy harry-potter books-i-own currently-reading young-adult fiction owned favorites childrens"
147732,"Miss Nelson Is Missing! (Miss Nelson, #1)","Harry Allard, James  Marshall",1977,eng,4.26,77206,"miss nelson is missing! (miss nelson, #1)","harry allard, james marshall",to-read picture-books childrens children-s children kids currently-reading picture-book childrens-books childhood,0,"miss nelson is missing! (miss nelson, #1) harry allard, james marshall to-read picture-books childrens children-s children kids currently-reading picture-book childrens-books childhood"
172327,"The Ersatz Elevator (A Series of Unfortunate Events, #6)","Lemony Snicket, Brett Helquist",2001,eng,4.01,90071,"the ersatz elevator (a series of unfortunate events, #6)","lemony snicket, brett helquist",to-read fiction young-adult childrens favorites currently-reading books-i-own series owned fantasy,0,"the ersatz elevator (a series of unfortunate events, #6) lemony snicket, brett helquist to-read fiction young-adult childrens favorites currently-reading books-i-own series owned fantasy"
12930,"Messenger (The Giver, #3)",Lois Lowry,2004,eng,3.9,79746,"messenger (the giver, #3)",lois lowry,to-read young-adult currently-reading dystopian fiction dystopia fantasy ya series science-fiction,0,"messenger (the giver, #3) lois lowry to-read young-adult currently-reading dystopian fiction dystopia fantasy ya series science-fiction"
42898,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,2007,eng,4.3,97830,"lover revealed (black dagger brotherhood, #4)",j.r. ward,to-read paranormal-romance vampires paranormal romance favorites vampire fantasy currently-reading black-dagger-brotherhood,0,"lover revealed (black dagger brotherhood, #4) j.r. ward to-read paranormal-romance vampires paranormal romance favorites vampire fantasy currently-reading black-dagger-brotherhood"
83369,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)","Trenton Lee Stewart, Carson Ellis",2007,en-US,4.14,87335,"the mysterious benedict society (the mysterious benedict society, #1)","trenton lee stewart, carson ellis",to-read currently-reading favorites mystery young-adult fiction fantasy childrens adventure children,0,"the mysterious benedict society (the mysterious benedict society, #1) trenton lee stewart, carson ellis to-read currently-reading favorites mystery young-adult fiction fantasy childrens adventure children"
43369,god is Not Great: How Religion Poisons Everything,Christopher Hitchens,2007,eng,3.96,64347,god is not great: how religion poisons everything,christopher hitchens,to-read non-fiction religion atheism religión favorites currently-reading science owned politics,0,god is not great: how religion poisons everything christopher hitchens to-read non-fiction religion atheism religión favorites currently-reading science owned politics
17029526,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines,2013,eng,4.21,97616,"never too far (rosemary beach, #2; too far, #2)",abbi glines,to-read favorites new-adult romance contemporary series contemporary-romance young-adult read-in-2013 kindle,0,"never too far (rosemary beach, #2; too far, #2) abbi glines to-read favorites new-adult romance contemporary series contemporary-romance young-adult read-in-2013 kindle"
15860,State of Fear,Michael Crichton,2004,eng,3.69,65397,state of fear,michael crichton,to-read fiction currently-reading thriller science-fiction sci-fi michael-crichton owned default favorites,0,state of fear michael crichton to-read fiction currently-reading thriller science-fiction sci-fi michael-crichton owned default favorites
10798416,The Statistical Probability of Love at First Sight,Jennifer E. Smith,2012,eng,3.8,89356,the statistical probability of love at first sight,jennifer e. smith,to-read young-adult romance favorites contemporary currently-reading ya books-i-own fiction realistic-fiction,0,the statistical probability of love at first sight jennifer e. smith to-read young-adult romance favorites contemporary currently-reading ya books-i-own fiction realistic-fiction
59263,"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud,2004,en-US,4.09,69058,"the golem's eye (bartimaeus, #2)",jonathan stroud,to-read fantasy young-adult favorites fiction ya owned magic books-i-own series,0,"the golem's eye (bartimaeus, #2) jonathan stroud to-read fantasy young-adult favorites fiction ya owned magic books-i-own series"
49465,Those Who Save Us,Jenna Blum,2004,en-US,4.12,68480,those who save us,jenna blum,to-read historical-fiction currently-reading fiction book-club holocaust wwii favorites historical books-i-own,0,those who save us jenna blum to-read historical-fiction currently-reading fiction book-club holocaust wwii favorites historical books-i-own
8235178,"Across the Universe (Across the Universe, #1)",Beth Revis,2011,eng,3.78,94176,"across the universe (across the universe, #1)",beth revis,to-read young-adult sci-fi science-fiction favorites currently-reading ya dystopian dystopia romance,0,"across the universe (across the universe, #1) beth revis to-read young-adult sci-fi science-fiction favorites currently-reading ya dystopian dystopia romance"
347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,1978,en-US,4.03,61238,"the road less traveled: a new psychology of love, traditional values, and spiritual growth",m. scott peck,to-read currently-reading psychology non-fiction self-help spirituality favorites nonfiction philosophy spiritual,0,"the road less traveled: a new psychology of love, traditional values, and spiritual growth m. scott peck to-read currently-reading psychology non-fiction self-help spirituality favorites nonfiction philosophy spiritual"
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,2004,eng,4.33,79627,"blood rites (the dresden files, #6)",jim butcher,to-read fantasy urban-fantasy mystery fiction dresden-files favorites paranormal jim-butcher series,0,"blood rites (the dresden files, #6) jim butcher to-read fantasy urban-fantasy mystery fiction dresden-files favorites paranormal jim-butcher series"
297249,"The Boxcar Children (The Boxcar Children, #1)","Gertrude Chandler Warner, L. Kate Deal",1942,en-US,4.09,92916,"the boxcar children (the boxcar children, #1)","gertrude chandler warner, l. kate deal",to-read currently-reading children-s-books favorites mystery childhood-favorites series young-adult kids-books childhood-books,0,"the boxcar children (the boxcar children, #1) gertrude chandler warner, l. kate deal to-read currently-reading children-s-books favorites mystery childhood-favorites series young-adult kids-books childhood-books"
16171291,The Silent Wife,A.S.A. Harrison,2013,eng,3.3,60323,the silent wife,a.s.a. harrison,to-read currently-reading fiction thriller book-club suspense mystery-thriller kindle books-i-own read-in-2014,0,the silent wife a.s.a. harrison to-read currently-reading fiction thriller book-club suspense mystery-thriller kindle books-i-own read-in-2014
10600242,How to Be a Woman,Caitlin Moran,2011,eng,3.73,70446,how to be a woman,caitlin moran,to-read non-fiction feminism currently-reading memoir nonfiction favorites humor biography our-shared-shelf,0,how to be a woman caitlin moran to-read non-fiction feminism currently-reading memoir nonfiction favorites humor biography our-shared-shelf
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,2016,eng,4.72,108384,"a court of mist and fury (a court of thorns and roses, #2)",sarah j. maas,favourites books-i-own to-read owned magic 2016-releases fiction owned-books 2016-reads ya-fantasy,0,"a court of mist and fury (a court of thorns and roses, #2) sarah j. maas favourites books-i-own to-read owned magic 2016-releases fiction owned-books 2016-reads ya-fantasy"
9439303,Life,Keith Richards,2010,en-GB,3.84,60409,life,keith richards,to-read currently-reading music biography non-fiction memoir autobiography favorites nonfiction biographies,0,life keith richards to-read currently-reading music biography non-fiction memoir autobiography favorites nonfiction biographies
85301,Unaccustomed Earth,Jhumpa Lahiri,2008,eng,4.11,60126,unaccustomed earth,jhumpa lahiri,to-read fiction short-stories favorites currently-reading india book-club owned books-i-own contemporary,0,unaccustomed earth jhumpa lahiri to-read fiction short-stories favorites currently-reading india book-club owned books-i-own contemporary
11762,White Noise,Don DeLillo,1985,eng,3.86,55678,white noise,don delillo,to-read currently-reading fiction favorites classics literature owned novels american 1001-books,0,white noise don delillo to-read currently-reading fiction favorites classics literature owned novels american 1001-books
42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,1992,eng,4.42,66079,"band of brothers: e company, 506th regiment, 101st airborne from normandy to hitler's eagle's nest",stephen e. ambrose,to-read history currently-reading non-fiction war favorites military nonfiction wwii military-history,0,"band of brothers: e company, 506th regiment, 101st airborne from normandy to hitler's eagle's nest stephen e. ambrose to-read history currently-reading non-fiction war favorites military nonfiction wwii military-history"
22463,The Origin of Species,Charles Darwin,1859,eng,3.97,64162,the origin of species,charles darwin,to-read science non-fiction classics nonfiction biology owned evolution philosophy favorites,0,the origin of species charles darwin to-read science non-fiction classics nonfiction biology owned evolution philosophy favorites
25179,Blankets,Craig Thompson,2003,eng,4.06,70454,blankets,craig thompson,to-read graphic-novel favorites graphic-novels currently-reading fiction memoir cómics comics-graphic-novels graphic-novels-comics,0,blankets craig thompson to-read graphic-novel favorites graphic-novels currently-reading fiction memoir cómics comics-graphic-novels graphic-novels-comics
2731276,The Story of Edgar Sawtelle,David Wroblewski,2008,eng,3.6,70382,the story of edgar sawtelle,david wroblewski,to-read fiction favorites book-club books-i-own owned dogs animals adult-fiction contemporary-fiction,0,the story of edgar sawtelle david wroblewski to-read fiction favorites book-club books-i-own owned dogs animals adult-fiction contemporary-fiction
51504,Post Office,Charles Bukowski,1971,en-US,4.01,59295,post office,charles bukowski,fiction currently-reading to-read favorites classics literature novels owned american bukowski,0,post office charles bukowski fiction currently-reading to-read favorites classics literature novels owned american bukowski
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,1992,eng,3.97,68451,"all the pretty horses (the border trilogy, #1)",cormac mccarthy,to-read fiction favorites western literature owned classics historical-fiction books-i-own novels,0,"all the pretty horses (the border trilogy, #1) cormac mccarthy to-read fiction favorites western literature owned classics historical-fiction books-i-own novels"
1237398,"One Piece, Volume 01: Romance Dawn (One Piece, #1)","Eiichirō Oda, Andy Nakatani",1997,eng,4.42,67047,"one piece, volume 01: romance dawn (one piece, #1)","eiichirō oda, andy nakatani",to-read manga currently-reading favorites fantasy mangá comics one-piece graphic-novels adventure,0,"one piece, volume 01: romance dawn (one piece, #1) eiichirō oda, andy nakatani to-read manga currently-reading favorites fantasy mangá comics one-piece graphic-novels adventure"
29127,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,1968,eng,4.18,76277,"the last unicorn (the last unicorn, #1)",peter s. beagle,to-read favorites fantasy young-adult currently-reading owned ya childrens classic sci-fi-fantasy,0,"the last unicorn (the last unicorn, #1) peter s. beagle to-read favorites fantasy young-adult currently-reading owned ya childrens classic sci-fi-fantasy"
